GBR_ID,GBR_NAME,X_COORD,Y_COORD
15003,Low Wooded Reef,145.37962341,-15.09353924
15004A,Murray Reefs (No  1),145.26332092,-15.09548569
15004B,Murray Reefs (No  2),145.26872253,-15.09468842
15004C,Murray Reefs (No  3),145.2641449,-15.10084438
13076,Ogilvie Reef,143.79095459,-13.52589226
14022,Wharton Reef,144.00228882,-14.12823677
14023,Atkinson Reef,144.30235291,-14.12132931
14024,Channel Rocks Reef,144.48410034,-14.14257717
14025,Boulder Rock Reef,144.4851532,-14.14838314
14026A,Stanley Island Reef (No 1),144.24606323,-14.14079285
14092,Newton Reef,144.915802,-14.5055275
14093,Sand Reef,144.84501648,-14.52162933
14094,Houghton Reef,144.97320557,-14.52409172
14097,Coquet Reef,144.99267578,-14.53987789
15005,Three Islands Reef,145.4223938,-15.11523628
15006,Conical Rock Reef,145.31759644,-15.13833618
15008,Beor Reef,145.26821899,-15.15889835
15009,Forrester Reef,145.49612427,-15.16672802
15011,Petty Patch,145.3425293,-15.21461678
13079A,Noddy Reef (No 1),143.7923584,-13.68203926
13079B,Noddy Reef (No 2),143.8249054,-13.6243248
13079C,Noddy Reef (No 3),143.90786743,-13.6067009
14026B,Stanley Island Reef (No 2),144.2540741,-14.15140057
14026C,Stanley Island Reef (No 3),144.23217773,-14.16351414
14026D,Stanley Island Reef (No 4),144.21936035,-14.17449474
14026E,Stanley Island Reef (No 5),144.21647644,-14.16182899
14029,MacLear Reef,144.24589539,-14.20897293
14098A,Miles Reef (North),144.92166138,-14.54079914
14098B,Miles Reef (South),144.91864014,-14.54436874
14099,Leggatt Reef,144.87019348,-14.54813004
14101,Sinclair-Morris Reef,144.90519714,-14.55351067
14102,Hampton Reef,144.88925171,-14.56277466
14103,Beatrice Reef,144.92724609,-14.57393074
15012,Boulder Reef,145.43144226,-15.41388798
15013,Egret Reef,145.41749573,-15.47411537
15014A,Blackbird Patches (North),145.28981018,-15.47772884
15014B,Blackbird Patches (South),145.28871155,-15.48388767
15015,Tilbrook Bank,145.51106262,-15.00606918
15016,Gull Reef,145.56919861,-15.00490189
13081,Fife Reef,143.73074341,-13.65333939
13083,Hay Island Reef,143.6907196,-13.6692791
13085,Frenchman Reef,143.56437683,-13.72936916
13086,Poulsen Reef,143.6388092,-13.73720264
14031,Blackwood Reef,144.22192383,-14.21750355
14032,Denham Reef,144.26789856,-14.2218523
14033A,Rocky Islets Reef (North),144.34783936,-14.25623035
14033B,Rocky Islets Reef (South),144.35614014,-14.27101898
14036,Pipon Shoals,144.53530884,-14.09478951
14037,Melanie Patches,144.57701111,-14.10134888
14104,Murdoch Reef,144.93525696,-14.61428642
14106,Rocky Ledges,144.95262146,-14.68451023
14109,Fly Reef,145.15846252,-14.50730419
14110,Underwood Shoal,145.4662323,-14.59091663
14111,Covered Reef,145.1781311,-14.66032028
14112,Stewart Shoal,145.46826172,-14.61452484
15018,Pasco Reef,145.53305054,-15.04456997
15019,Long Reef,145.57000732,-15.05088806
15020,Strickland Reef,145.51753235,-15.07336807
15021A,Ribbon No 8 Reef,145.72372437,-15.07281303
13087,Magpie Reef,143.8379364,-13.75963593
13088,Lytton Reef,143.90577698,-13.74318218
13091,Wilkie Reef,143.64048767,-13.77140236
14038,Pipon Reef,144.52462769,-14.12029743
14039,North Warden Reef,144.64640808,-14.16754627
14040,Singleton Patch,144.60075378,-14.15975761
14113,Petricola Shoal,145.48031616,-14.63325691
14114,MacGillivray Reef,145.49102783,-14.6519022
14115,Nymph Reef,145.25215149,-14.65499687
15024,Mackay Reefs,145.57130432,-15.13893986
15025,Harrier Reef,145.69720459,-15.13665295
15026,Ribbon No 7 Reef,145.7383728,-15.18930244
15027,Marx Reef,145.62117004,-15.19776058
13095,Sullivan Shoal,143.68710327,-13.84641743
13096,Ballerina Shoal,143.77804565,-13.84458733
14042A,Flinders Island Reef (No 1),144.27885437,-14.17367458
14042B,Flinders Island Reef (No 2),144.25515747,-14.194561
14042C,Flinders Island Reef (No 3),144.24424744,-14.17051411
14044,Hales Reef,144.53822327,-14.18373394
14045,Sand Bank No 1 Reef,144.89193726,-14.20033455
14116A,Lizard Island Reef (North West),145.44694519,-14.65856457
14116B,Lizard Island Reef (North East),145.46611023,-14.65501785
14116D,Lizard Island Reef (Lagoon),145.44981384,-14.68557739
15028,Startle Reefs,145.55651855,-15.20737457
15029,Camel Head Reef,145.72250366,-15.24113178
15030,Swinger Reef,145.53718567,-15.24224567
15031,Pullen Reefs,145.58721924,-15.25070858
15032,Ribbon No 6 Reef,145.75184631,-15.28094673
13097,Hannah Island Reef,143.71783447,-13.86518288
13101A,Rattlesnake Reefs (No 1),143.63835144,-13.87374783
13101B,Rattlesnake Reefs (No 2),143.64442444,-13.88198185
13101C,Rattlesnake Reefs (No 3),143.6557312,-13.90091991
13104,Kestrel Reef,143.89254761,-13.90420246
14048,Broomfield Rock Reef,144.6701355,-14.20374966
14050,Rocky Point Island Reef,144.57673645,-14.23252583
14116C,Lizard Island Reef (Coconut Bay),145.47232056,-14.68106556
14117,Gunga Shoal,145.19998169,-14.66886806
20058A,Dent Reef (No 1),148.93582153,-20.34912682
20058B,Dent Reef (No 2),148.92732239,-20.34967041
20060A,Long Island Reef (No 1),148.84838867,-20.3289814
20078D,Haslewood Island Reef (No 4),149.08230591,-20.30060959
20078E,Haslewood Island Reef (No 5),149.09898376,-20.28015709
20010A,Black Currant-Manta Ray Reef (No 1),148.50799561,-20.08583832
20041L,Whitsunday Island Reef (No 11),148.92951965,-20.29818916
20041M,Whitsunday Island Reef (No 12),148.92089844,-20.29049301
20060B,Long Island Reef (No 2),148.84709167,-20.34325027
20060C,Long Island Reef (No 3),148.84806824,-20.36315346
20078F,Lupton Reef,149.11209106,-20.27614784
20078G,Cashell Reef,149.10540771,-20.26360321
20017,Black Island Reef,148.89268494,-20.08108711
20018,Double Rock Reef,148.97502136,-20.07186508
20019,Langford-Bird Reef,148.87759399,-20.0883007
20041N,Whitsunday Island Reef (No 13),148.92488098,-20.27789116
20041O,Whitsunday Island Reef (No 14),148.95228577,-20.24401665
20041P,Whitsunday Island Reef (No 15),148.94543457,-20.22443008
20060D,Long Island Reef (No 4),148.85096741,-20.37420464
20060E,Long Island Reef (No 5),148.86151123,-20.39131165
20060F,Long Island Reef (No 6),148.85844421,-20.35241699
20078H,Haslewood Island Reef (No 6),149.08831787,-20.30246353
20079,Workington Reef,149.1194458,-20.26964378
20020,Gumbrell Reef,148.60772705,-20.10022926
20041Q,Whitsunday Island Reef (No 16),148.95184326,-20.21712685
20041R,Whitsunday Island Reef (No 17),148.95773315,-20.17952156
20041T,Whitsunday Island Reef (No 18),148.95925903,-20.15612793
20041U,Whitsunday Island Reef (No 19),148.96846008,-20.32762146
20041V,Whitsunday Island Reef (No 20),148.98083496,-20.32308197
20060G,Long Island Reef (No 7),148.87409973,-20.38865471
20060H,Long Island Reef (No 8),148.85568237,-20.32502365
20080,Leeper Shoal,149.08911133,-20.14084625
20081,Nicolson Reef,149.0941925,-20.30509949
20021,Olden Reef,148.57221985,-20.10396576
20022,Armit Island Reef,148.65237427,-20.10769844
20041W,Whitsunday Island Reef (No 21),148.99162292,-20.30598831
20041X,Whitsunday Island Reef (No 22),149.00630188,-20.3098774
20041Y,Whitsunday Island Reef (No 23),149.0144043,-20.31586456
20041Z,Whitsunday Island Reef (No 24),149.03237915,-20.30604362
20061,Pine Island Reef,148.8863678,-20.37526894
20041,Fitzalan Island Reef,148.95960999,-20.33107758
20042A,South Molle Reef (No 1),148.8409729,-20.27581787
20042B,South Molle Reef (No 2),148.82739258,-20.27772713
20063,Three Fathom Patch,148.86070251,-20.4138813
20024,Double Cone Reef,148.71392822,-20.10733986
20042C,South Molle Reef (No 3),148.83091736,-20.26343346
20042D,South Molle Reef (No 4),148.84086609,-20.26076698
20043,Planton Reef,148.85121155,-20.26683617
20064,Cow Reef,148.84179688,-20.42320824
20026,Edwin Reef,148.61210632,-20.12642479
20044,Denman Reef,148.84886169,-20.28226471
20045,Almora Reef,148.7699585,-20.2343483
20065A,Calf Reef (No 1),148.84413147,-20.42871666
20065B,Calf Reef (No 2),148.85012817,-20.42609596
20065C,Calf Reef (No 3),148.85063171,-20.42651367
20066,Long Shoal,148.93826294,-20.48897934
20067A,Border Island Reef (No 1),149.02896118,-20.16838264
20028A,Hook Island Reef (No 1),148.94364929,-20.11535072
20028B,Hook Island Reef (No 2),148.92883301,-20.16004562
20028C,Hook Island Reef (No 3),148.92100525,-20.1589241
20028D,Hook Island Reef (No 4),148.90341187,-20.15073013
20028E,Hook Island Reef (No 5),148.89726257,-20.1150074
20028F,Hook Island Reef (No 6),148.90800476,-20.07657051
20047,Low Rock Reef,148.80155945,-20.28759575
20067B,Border Island Reef (No 2),149.03865051,-20.16909027
20067C,Border Island Reef (No 3),149.03349304,-20.1568203
20028G,Hook Island Reef (No 7),148.92481995,-20.07283401
20028H,Hook Island Reef (No 9),148.95826721,-20.06318474
20028J,Hook Island Reef (No 8),148.93867493,-20.06734848
20028I,Hook Island Reef (No 10),148.95419312,-20.08506966
20028L,Hook Island Reef (No 11),148.95611572,-20.10394287
20029,Low Island Reef,148.57978821,-20.14570808
20048,Shute Reef,148.80102539,-20.29733086
20068A,Dumbell Reef (No 1),149.00721741,-20.17323875
20068B,Dumbell Reef (No 2),149.00930786,-20.17479134
20069,Petrel Reef,149.11491394,-20.19784927
19802,Sand Island,147.37013245,-19.3511219
20002,North Head Reef,148.27438354,-20.02167892
20003A,Gloucester Reef (No 1),148.4488678,-20.03830528
20030,Grassy Reef,148.60662842,-20.14949417
20031,Roseric Shoal,148.70889282,-20.18407631
20032,Pioneer Rocks Reef,148.75732422,-20.22656441
20033,North Molle Reef,148.82090759,-20.23189163
20049A,Repair Reef,148.79159546,-20.29678726
20049B,Tancred Reef,148.79595947,-20.29909706
20050,Alert Bank,148.84660339,-20.30469131
20070,Esk Island Reef,149.0413208,-20.23356819
20003B,Gloucester Reef (No 2),148.46907043,-19.99414444
20003C,Gloucester Reef (No 3),148.47633362,-19.99939156
20003D,Gloucester Reef (No 4),148.47612,-20.00348282
20003E,Gloucester Reef (No 5),148.47497559,-20.01872063
20003F,Gloucester Reef (No 6),148.47555542,-20.02669525
20003G,Gloucester Reef (No 7),148.4756012,-20.03020859
20034,Mid Molle Reef,148.83024597,-20.24907303
20035A,Daydream Reef (No 1),148.81378174,-20.25341225
20051,White Rock Reef,148.80989075,-20.30286217
20053,Henning Reef,148.92999268,-20.32267761
20071,Ireby Reef,149.14250183,-20.22736168
20072,Sillago Reef,149.16030884,-20.2368145
20003H,Gloucester Reef (No 8),148.47570801,-20.04196358
20035B,Daydream Reef (No 2),148.81378174,-20.2606411
20035C,Daydream Reef (No 3),148.81478882,-20.25654411
20035D,Daydream Reef (No 4),148.81532288,-20.25338173
20036,Conder Shoal,148.91166687,-20.24215126
20037,Ross Islet Reef,148.92556763,-20.26183891
20039,Hill Rock Reef,148.91085815,-20.26172447
20040,Cid Reef,148.91755676,-20.26990128
20054,East Rocks Reef,148.86065674,-20.33601952
20073,Wirrainbeia Reef,149.14204407,-20.23366547
20074,Harold Reef,149.15301514,-20.24010658
20004,Stone Reef,148.28443909,-20.03719139
20010B,Black Currant-Manta Ray Reef (No 2),148.44236755,-20.06514931
20007,Chyebassa Shoal,148.33752441,-20.07639503
20008,Winter Shoal,148.30184937,-20.07342529
20041A,Whitsunday Island Reef (No 1),148.98013306,-20.19519615
20041B,Whitsunday Island Reef (No 2),148.99261475,-20.22229195
20041C,Whitsunday Island Reef (No 3),148.99784851,-20.24028397
20041D,Whitsunday Island Reef (No 4),149.01274109,-20.24419212
20055,Perseverance Reef,148.99220276,-20.35527611
20056,Young Island Reef,148.99694824,-20.35725975
20075A,Edward Island Reef,149.17373657,-20.24800873
20009,Thomas Reef,148.29556274,-20.08224487
20011,Poole Reef,148.30851746,-20.10821152
20041E,Whitsunday Island Reef (No 5),149.05473328,-20.30198097
20041F,Whitsunday Island Reef (No 6),149.04536438,-20.31279182
20041G,Whitsunday Island Reef (No 7),149.04203796,-20.30731583
20057A,Hamilton Island Reef (No 1),148.96455383,-20.34486198
20057B,Hamilton island Reef (No 2),148.96372986,-20.36150932
20076,Lagoon Rock Reef,149.04193115,-20.2667141
20078A,Haslewood Island Reef (No 1),149.09307861,-20.26375389
20012,Eshelby Reef,148.62390137,-20.01794243
20041H,Whitsunday Island Reef (No 8),148.98327637,-20.31527519
20041J,Whitsunday Island Reef (No 9),148.9546051,-20.31395149
20041K,Whitsunday Island Reef (No 10),148.95071411,-20.29681396
20057C,Hamilton Island Reef (No 3),148.94784546,-20.33783913
20057D,Hamilton Island Reef (No 4),148.94662476,-20.35720634
20057E,Hamilton Island Reef (No 5),148.94903564,-20.36409378
20078B,Haslewood Island Reef (No 2),149.07511902,-20.27492523
20078C,Haslewood Island Reef (No 3),149.07316589,-20.29553604
20014,Hayman Island Reef,148.89082336,-20.06110573
20015A,Saddleback Island Reef (No 1),148.53865051,-20.06451797
20015B,Saddleback Island Reef (No 2),148.54428101,-20.06041527
19133,Sinker Reef,149.19891357,-19.71930695
19134,Circular Quay Reef,149.48550415,-19.74379349
19135,Hardy Reef,149.23330688,-19.76042366
19229,Thompson Shoal,150.32232666,-19.9044075
19230,Blossom Bank (West),150.34951782,-19.79316902
19231,Marilyn Shoal,150.3888855,-19.8113327
19232,Ferris Shoal,150.37007141,-19.8595829
19233,Maschke Shoal,150.35675049,-19.88422775
19234,Blossom Bank (East),150.36332703,-19.79660225
18095,Wheeler Reef,147.52622986,-18.79788971
18096,Davies Reef,147.64483643,-18.8224926
18099,Saville-Kent Reef,147.88334656,-18.85930061
18100A,(Big) Broadhurst Reef (No 1),147.74226379,-18.90699196
19054,Tiger Reef,148.54875183,-19.20061874
19061,Jacqueline Reef,148.90376282,-19.21391678
19136A,Hook Reef,149.18539429,-19.79242516
19136B,Barb Reef,149.11845398,-19.80438423
19137,Bait Reef,149.07359314,-19.80712891
19140,Gable Reef,149.74319458,-19.52979279
19141,Stucco Reef,149.59751892,-19.55791283
18100B,(Big) Broadhurst Reef (No 2),147.6938324,-18.8633194
18101,Judith Wright Reef,147.95126343,-18.89966774
18105A,Banfield Reef (North),147.89686584,-18.9248848
18105B,Banfield Reef (South),147.90930176,-18.93882942
18106,(Little) Broadhurst Reef,147.69447327,-18.95594597
19063A,Kangaroo Reef (East),148.61715698,-19.26265907
19063B,Kangaroo Reef (West),148.55070496,-19.25987816
19142,Lath Reef,149.66111755,-19.57308006
19146,Rafter Reef,149.6325531,-19.61058044
19147,Plaster Reef,149.66975403,-19.62962532
19148,Eave Reef,149.76974487,-19.60277557
19149,Brick Reef,149.72477722,-19.60995483
18111,Eagle Reef,148.07872009,-18.8542881
18112,Viper Reef,148.15063477,-18.87314415
18115,Jupiter Reef,148.25306702,-18.92404175
19071,Wallaby Reef,148.65942383,-19.42391014
19151,Tile Reef,149.84999084,-19.61589622
19152,Reimer Reef,149.87913513,-19.63298798
19156,Girder Reef,149.75398254,-19.66420555
19157,Little Reef,149.57910156,-19.66706085
18118,Shrimp Reef,148.05303955,-18.96915054
18119,Lion Reef,148.37664795,-18.95051575
18120,Jaguar Reef,148.42677307,-18.9756794
18121A,Hall Reef (North),147.51361084,-18.63195801
18121B,Hall Reef (South),147.48963928,-18.67331696
19072A,Gould Reef (No 1),148.77920532,-19.37535858
19072B,Gould Reef (No 2),148.72174072,-19.4563446
19072C,Gould Reef (No 3),148.73600769,-19.50256348
19072D,Gould Reef (No 4),148.78492737,-19.49802017
19159,Slate Reef,149.92649841,-19.66704559
18032,Rib Reef,146.8711853,-18.48267555
18033,Pith Reef,147.01611328,-18.20892143
18034,Myrmidon Reef,147.38424683,-18.26569939
18035,Thread Shoal,147.17472839,-18.34340477
18036,Urchin Shoal,147.08123779,-18.34713173
19072E,Gould Reef (No 5),148.7893219,-19.4530983
19074A,Cobham Reef (North),148.87091064,-19.39793015
19074B,Cobham Reef (South),148.85443115,-19.43570137
19167,Thatch Reef,149.97798157,-19.69270134
18037,Needle Reef,147.2053833,-18.36123848
18038,Thimble Shoal,147.2587738,-18.37366486
18039,Dip Reef,147.44873047,-18.41375351
18040,Arab Reef,147.13941956,-18.41486359
18041,Faraday Reef,147.34922791,-18.42234421
18042,Roxburgh Reef,147.05809021,-18.43182755
18043,Fore And Aft Reef,147.03765869,-18.50482941
19001,Bramble Rock Reef,146.62770081,-19.0226078
19075,Martin Reef,148.82408142,-19.4805069
19076,Showers Reef,148.89859009,-19.49141884
19177,Crab Reef,149.70863342,-19.7245388
19179,Howse Reef,149.78657532,-19.74257851
18044,Westmoreland Reef,147.10232544,-18.49254036
18045,Cotton Shoal,147.3999939,-18.47879601
18046,Coil Reef,147.5223999,-18.43486214
18048,Pelorus (North Palm or Yanooa) Reef,146.48890686,-18.5564518
18049A,Orpheus (Goolboddi) Island Reef (No 1),146.48745728,-18.60209465
19002,Herald Island Reef,146.62962341,-19.0282917
19003,Rattlesnake Island Reef,146.60942078,-19.03806686
19004,Lorne Reef,146.5867157,-19.03454971
19005,Paluma Shoals,146.56114197,-19.09809113
19006,Orchard Rocks Reef,146.88076782,-19.10871315
19081,Ellen Reef,149.24351501,-19.31081772
19082,Elizabeth Reef,149.04302979,-19.32583809
19180,Gargoyle Reef,149.68336487,-19.74087906
19187,Hewitt Reef,149.62379456,-19.78406334
18049B,Orpheus (Goolboddi) Island Reef (No 2),146.49493408,-18.63393593
18049C,Orpheus (Goolboddi) Island Reef (No 3),146.489151,-18.65820313
18049D,Orpheus (Goolboddi) Island Reef (No 4),146.50602722,-18.63929176
18049E,Orpheus (Goolboddi) Island Reef (No 5),146.49836731,-18.59331703
18050,Lady Elliot Reef,146.33102417,-18.6824894
18051,Pandora Reef,146.43373108,-18.81227303
18052A,Curacoa (Noogoo) Reef (No 1),146.56321716,-18.66501045
19009A,Cockle Bay Reef,146.80999756,-19.16818237
19009B,Magnetic Island Reef (No 1),146.85035706,-19.16638565
19009C,Magnetic Island Reef (No 2),146.86457825,-19.15415764
19009D,Magnetic Island Reef (No 3),146.88096619,-19.12154007
19009E,Magnetic Island Reef (No 4),146.88215637,-19.11715317
19009F,Magnetic Island Reef (No 5),146.86222839,-19.11130142
19091,Eulalie Reef,149.41616821,-19.34141922
18052B,Curacoa (Noogoo) Reef (No 2),146.55496216,-18.67755318
18053,Fantome (Eumilli) Island Reef,146.51159668,-18.67670441
18054A,Great Palm Island Reef (No 1),146.57614136,-18.71694756
19009G,Magnetic Island Reef (No 6),146.81520081,-19.11626816
19009H,Magnetic Island Reef (No 7),146.83276367,-19.10866547
19009J,Magnetic Island Reef (No 8),146.78871155,-19.11935616
19011,Middle Reef,146.81465149,-19.19767761
19012,Virago Shoal,146.79325867,-19.20972633
19013,Salamander Reef,147.06556702,-19.17939186
19096,Kennedy Reef,149.15634155,-19.45158958
19097,Net Reef,149.05377197,-19.49880409
19195,Napier Reef,149.89492798,-19.84568024
19197,Ross Reef,149.58132935,-19.87267685
18054B,Great Palm Island Reef (No 2),146.6103363,-18.76537895
18054C,Great Palm Island Reef (No 3),146.67880249,-18.76471901
18054D,Great Palm Island Reef (No 4),146.69200134,-18.75086212
18054E,Great Palm Island Reef (No 5),146.64472961,-18.74154854
18054F,Great Palm Island Reef (No 6),146.59866333,-18.69507027
18054G,Great Palm Island Reef (No 7),146.58349609,-18.68226433
19016,Bray Reef,147.06283569,-19.24640274
19018,Bald Reef,147.06291199,-19.27323532
19019,Bowden Reef,147.92767334,-19.03274727
19020,Morinda Shoal,147.6365509,-19.14126396
19021,Tink Shoal,147.85797119,-19.36170387
19022,Wilson Shoal,147.94281006,-19.35899925
19098,Wansfell Reef,149.11933899,-19.50007629
19099,Joist Reef,149.63226318,-19.46017265
19102,Camp Reef,147.89576721,-19.8535881
19103A,Holbourne Island Reef (No 1),148.35734558,-19.72500038
19204,Round Reef,149.62385559,-19.96522522
18058,Eclipse (Garoogubbee) Reef,146.55006409,-18.76878738
18059,Esk (Soopun) Reef,146.52073669,-18.77420425
18061,Barber (Boodthean) Reef,146.6660614,-18.77711105
18062,Brisk-Falcon Reef,146.53538513,-18.77733803
18064,Fly Island Reef,146.52542114,-18.82943153
19023,Pakhoi Bank,147.88291931,-19.44683075
19024,Prawn Reef,148.09669495,-19.02057266
19025,Castor Reef,148.34069824,-19.01529503
19027,Pollux Reef,148.30413818,-19.04730606
19028,Shell Reef,148.18159485,-19.05929375
19029,Mid Reef,148.0774231,-19.07060051
19103B,Holbourne Island Reef (No 2),148.36372375,-19.7290554
19106,Middle Island Reef,148.36381531,-19.98838997
19205A,Tideway Reef (No 1),149.72459412,-20.01020241
19205B,Tideway Reef (No 2),149.75500488,-19.99752617
19205C,Tideway Reef (No 3),149.73295593,-19.97673225
18065,Havannah Reef,146.53756714,-18.84302711
18066,Acheron Reef,146.63087463,-18.96382713
18067,Phillips Reef,146.6191864,-18.97616577
18068,Cordelia Rocks Reef,146.68490601,-18.99560356
18069A,Backnumbers Reef,147.14831543,-18.50876045
18069B,Braggs Reef,147.1398468,-18.54733849
19031,Crotan Reef,148.23110962,-19.07741928
19034,Tabias Reef,148.28695679,-19.09561729
19038A,Dingo Reef (No 1),148.29811096,-19.19438744
19107,Seagull Reef,148.97894287,-19.5239315
19109A,Fairey Reef (No 1),148.94335938,-19.53862
19109B,Fairey Reef (No 2),148.93582153,-19.56092834
19207,Hyde Reef,150.08551025,-19.75622559
19209,Rebe Reef,150.15289307,-19.79887581
18070,Arc Reef,147.44549561,-18.49704361
18071,Glow Reef,147.40255737,-18.52807808
18072,French Reef,147.23179626,-18.54670715
18073,Hopkinson Reef,147.19277954,-18.55063438
18074,Yankee Reef,147.49894714,-18.56134033
18075,John Brewer Reef,147.05296326,-18.63109779
18076,Helix Reef,147.2984314,-18.62459183
18077,Grub Reef,147.42596436,-18.62554359
19038B,Dingo Reef (No 2),148.3894043,-19.16968155
19038C,Dingo Reef (No 3),148.29582214,-19.14525986
19038D,Dingo Reef (No 4),148.34477234,-19.11131477
19038E,Dingo Reef (No 5),148.3848114,-19.12049294
19109C,Fairey Reef (No 3),148.94422913,-19.57868195
19110,Rattray Reef,148.55473328,-19.99648857
19211,Wackett Reef,150.07618713,-19.82304573
19212,Oom Reef,150.18334961,-19.82825089
19214,Wyatt Earp Reef,150.21989441,-19.86567879
19215A,Sharon Shoal (No 1),150.28781128,-19.87928772
19215B,Sharon Shoal (No 2),150.28036499,-19.86578751
19215C,Sharon Shoal (No 3),150.29707336,-19.85360909
18078,Lodestone Reef,147.10308838,-18.69019508
18079,Keeper Reef,147.26829529,-18.74611664
18080,Bowl Reef,147.53889465,-18.49941254
18081,Knife Reef,147.57148743,-18.57635307
18082,Cowboys Reef,147.84124756,-18.5816021
18083,Fork Reef,147.55445862,-18.6082859
19038F,Dingo Reef (No 6),148.472229,-19.13640022
19116,Knuckle Reef,149.27287292,-19.53398705
19215D,Sharon Shoal (No 4),150.30505371,-19.87081337
19218,Williams Reef,150.16259766,-19.90272141
19219,Conder Reef,150.19985962,-19.92139053
18084A,Cup Reef (North),147.63328552,-18.6073761
18084B,Cup Reef (South),147.59799194,-18.64159966
18084C,Saucer Reef,147.61497498,-18.65775681
18085A,Spoon Reef (North),147.56567383,-18.65759468
18085B,Spoon Reef (South),147.56385803,-18.66860008
18086,Chicken Reef,147.71723938,-18.64651299
18087,Anzac Reefs (No 1),147.85687256,-18.6938839
19043,Darley Reef,148.18327332,-19.19681931
19044,Faith Reef,148.349823,-19.27865601
19045,Stanley Reef,148.0796814,-19.29451752
19120,Outlier Reef,149.35287476,-19.54730606
19220,White Tip Reef,150.27107239,-19.91143227
19221,Bond Reef,150.313797,-19.92573357
19222,Abott Reef,150.33111572,-19.93745041
19226,Kerwin Reef,150.20741272,-19.95633316
18088,Centipede Reef,147.54231262,-18.72175407
18089,Anzac Reefs (No 2),147.88897705,-18.72080612
18090,Anzac Reefs (No 3),147.84161377,-18.73146439
18091,Lynchs Reef,147.70838928,-18.7698307
18092,Anzac Reefs (No 4),147.94596863,-18.75042152
18093,Anzac Reefs (No 5),147.93412781,-18.76456451
18094,Anzac Reefs (No 6),147.8735199,-18.77412605
19046,Hope Reef,148.43589783,-19.32163239
19047,Charity Reef,148.33796692,-19.36690331
19048,Old Reef,148.08943176,-19.38344193
19049,Lynx Reef,148.56391907,-19.03156471
19050,Leopard Reef,148.69210815,-19.0863533
19127,Block Reef,149.3734436,-19.69941521
19128,Line Reef,149.18353271,-19.68999863
21045,Hull Reef,149.88398743,-21.46553802
21046,Elamang Reef,149.66429138,-21.47134399
21047,Still Reef,149.92475891,-21.47615433
21048,Henderson Reef,149.91114807,-21.48144341
21049,Keelan Reef,149.9203949,-21.4895401
21050,Noel Reef,149.89349365,-21.49390602
21051,Penn Reef,149.92967224,-21.49528885
21052,Digby Reef,149.91355896,-21.49962997
20351A,Pompey Reef (No 1),150.53518677,-20.9407692
20351B,Pompey Reef (No 2),150.52845764,-20.98368073
20351C,Pompey Reef (No 3),150.52096558,-21.01173019
21053,Sandpiper Reef,150.08183289,-21.02591896
21054,Prince Reef,150.25622559,-21.06552696
21055,Alarm Reef,150.23887634,-21.11513329
21058,Vernon Rocks Reef,150.3092804,-21.46756744
20369A,Cockatoo Reef (No 1),151.01576233,-20.74736214
20369B,Cockatoo Reef (No 2),150.99488831,-20.70257759
20369C,Cockatoo Reef (No 3),151.04144287,-20.71847916
20369D,Cockatoo Reef (No 4),151.04820251,-20.72468758
20295,(Big) Stevens Reef,150.12597656,-20.57020569
20296,Liff Reef,150.24191284,-20.51556396
20297,Creal Reef,150.38142395,-20.53423691
20370A,Rip Reef,151.06796265,-20.80563736
20803,Martin Islet Reef,149.068573,-20.28569221
20298,Warland Reef,150.38172913,-20.60163498
20377,Olympic Reef,151.22941589,-20.84253693
20299C,Southampton Reef,150.45018005,-20.64879608
20299D,Briggs Reef (No 1),150.45161438,-20.68408012
20299E,Briggs Reef (No 2),150.45111084,-20.67592812
20299F,Briggs Reef (No 3),150.44659424,-20.68468094
20299G,Briggs Reef (No 4),150.44894409,-20.68940353
20301A,Cole Reefs (No2),150.23072815,-20.6812706
20301B,Cole Reefs (No3),150.28713989,-20.65514565
20302,Cole Reefs (No1),150.18609619,-20.70088959
21002,Oom Shoal,149.30378723,-21.05428314
21004,Slade (Oyster) Island Reef,149.24345398,-21.09716797
21005A,Downward Patches (No 1),149.29124451,-21.12581825
20304,McIntyre Reef,150.4682312,-20.71710205
20305,Goble Reefs (East),150.4846344,-20.78170204
20306,Goble Reefs (West),150.45376587,-20.80457306
20307,Chauvel Reefs (North),150.37608337,-20.81850624
20396,Newell Reef,152.27848816,-20.9671917
21005B,Downward Patches (No 2),149.29116821,-21.13578224
21005C,Downward Patches (No 3),149.28883362,-21.14499474
21005D,Downward Patches (No 4),149.29614258,-21.15441513
21005E,Downward Patches (No 5),149.3164978,-21.16030502
21005F,Downward Patches (No 6),149.28651428,-21.1625309
21005G,Downward Patches (No 7),149.31059265,-21.17144203
21006,Dangerous Reef,149.24497986,-21.13315773
21007,Flat Top Reef,149.23910522,-21.16073608
20308,Chauvel Reefs (South),150.37882996,-20.85866737
20309,Tern Reef,150.03265381,-20.90947533
20310,Bushy-Redbill Reef,150.08032227,-20.96219444
20401,Deliverance Bank,150.40492249,-20.01510048
20402,Sheriff Shoal,150.14631653,-20.24425697
21009,Round Top Reef,149.26547241,-21.17368317
21012,Dudgeon Ledge,149.26849365,-21.2673378
21013,Hay Reef,149.28677368,-21.27493477
21014,Highwater Reef,149.30187988,-21.29310036
21015,Victor Reef,149.32537842,-21.32810211
21016,Coral Point Reef,149.31916809,-21.37216187
20403,Pigeon Reef,148.69567871,-20.26680374
